student_country,days_on_platform,minutes_watched,courses_started,practice_exams_started,practice_exams_passed,minutes_spent_on_exams,purchased
13442,150.0,66,1.5,1,0,0,0.0,0
13443,71.0,66,0.7,1,0,0,0.0,0
13444,150.0,66,2.3,1,0,0,0.0,0
13445,71.0,66,0.6,1,0,0,0.0,0
13446,47.0,66,9.4,1,0,0,0.0,0
13447,157.0,66,50.0,1,0,0,0.0,0
13448,71.0,66,52.2,1,0,0,0.0,0
13449,134.0,66,1.1,1,0,0,0.0,0
13450,47.0,66,7.2,1,0,0,0.0,0
13451,71.0,66,4.0,1,0,0,0.0,0
13452,21.0,66,16.3,1,0,0,0.0,0
13453,5.0,66,41.9,1,0,0,0.0,0
13454,54.0,66,139.1,1,0,0,0.0,0
13456,112.0,66,0.5,1,0,0,0.0,0
13457,71.0,66,25.1,1,0,0,0.0,0
13459,148.0,66,1.8,1,0,0,0.0,0
13460,123.0,66,8.4,1,0,0,0.0,0
13461,63.0,7,162.2,1,0,0,0.0,1
13462,71.0,66,0.3,1,0,0,0.0,0
13463,47.0,66,3.2,1,0,0,0.0,0
13464,123.0,66,4.9,1,0,0,0.0,0
13465,47.0,66,30.0,1,0,0,0.0,0
13466,71.0,66,1.0,1,0,0,0.0,0
13467,47.0,66,14.1,1,0,0,0.0,0
13468,157.0,66,0.1,1,0,0,0.0,0
13469,47.0,66,0.4,1,0,0,0.0,0
13470,157.0,66,1.5,1,0,0,0.0,0
13471,71.0,66,0.4,1,0,0,0.0,0
13472,134.0,66,1.1,1,0,0,0.0,0
13473,47.0,66,1.1,1,0,0,0.0,0
13474,157.0,66,4.6,1,0,0,0.0,0
13475,112.0,66,11.2,1,0,0,0.0,0
13476,47.0,66,4.5,1,0,0,0.0,0
13477,30.0,66,9.6,1,0,0,0.0,0
13478,47.0,66,0.6,1,0,0,0.0,0
13479,47.0,66,1.6,1,0,0,0.0,0
13480,47.0,66,1.7,1,0,0,0.0,0
13481,47.0,66,13.4,1,0,0,0.0,0
13482,120.0,66,16.1,1,0,0,0.0,0
13484,47.0,66,1.1,1,0,0,0.0,0
13485,112.0,66,12.9,1,0,0,0.0,0
13486,71.0,66,1.3,1,0,0,0.0,0
13487,47.0,66,17.2,1,0,0,0.0,0
13488,44.0,66,2.1,1,0,0,0.0,0
13489,47.0,66,0.2,1,0,0,0.0,0
13491,47.0,66,65.7,2,0,0,0.0,0
13492,47.0,66,9.8,1,0,0,0.0,0
13493,165.0,66,17.6,1,0,0,0.0,0
13494,47.0,66,51.0,1,0,0,0.0,0
13495,71.0,66,16.9,1,0,0,0.0,0
13496,157.0,66,49.6,1,0,0,0.0,0
13497,123.0,66,30.4,1,0,0,0.0,0
13498,71.0,66,281.1,2,0,0,0.0,0
13499,57.0,66,11.1,1,0,0,0.0,0
13500,0.0,66,1.1,1,0,0,0.0,0
13501,47.0,66,100.3,1,0,0,0.0,0
13502,47.0,66,1.7,1,0,0,0.0,0
13503,47.0,66,0.5,1,0,0,0.0,0
13504,47.0,66,0.2,1,0,0,0.0,0
13505,150.0,66,0.7,1,0,0,0.0,0
13506,12.0,66,46.8,1,0,0,0.0,0
13507,112.0,66,52.1,1,0,0,0.0,0
13509,71.0,66,46.8,1,0,0,0.0,0
13510,47.0,66,0.4,1,0,0,0.0,0
13511,47.0,66,2.5,1,0,0,0.0,0
13512,47.0,66,0.4,2,0,0,0.0,0
13513,47.0,66,0.1,1,0,0,0.0,0
13514,39.0,66,1.1,1,0,0,0.0,0
13515,47.0,66,1.6,1,0,0,0.0,0
13516,39.0,66,26.3,1,0,0,0.0,0
13517,71.0,66,5.5,1,0,0,0.0,0
13518,12.0,66,2.2,1,0,0,0.0,0
13519,5.0,66,10.6,1,0,0,0.0,0
13520,5.0,66,3.1,2,0,0,0.0,0
13521,81.0,66,1.2,1,0,0,0.0,0
13522,47.0,66,70.6,1,0,0,0.0,0
13523,47.0,66,0.8,1,0,0,0.0,0
13525,157.0,66,60.8,1,0,0,0.0,0
13526,12.0,66,2.0,1,0,0,0.0,0
13527,47.0,66,40.7,1,0,0,0.0,0
13528,71.0,66,0.6,1,0,0,0.0,0
13529,6.0,66,2.4,1,0,0,0.0,0
13530,71.0,66,0.2,1,0,0,0.0,0
13531,157.0,66,0.6,1,0,0,0.0,0
13532,47.0,66,69.6,1,0,0,0.0,0
13533,120.0,66,12.6,1,0,0,0.0,0
13535,47.0,66,1.0,1,0,0,0.0,0
13536,123.0,66,0.2,1,0,0,0.0,0
13537,47.0,66,3.6,2,0,0,0.0,0
13538,115.0,66,51.8,1,0,0,0.0,0
13539,47.0,66,67.3,1,0,0,0.0,0
13540,114.0,66,0.9,1,0,0,0.0,0
13541,47.0,66,76.1,2,0,0,0.0,0
13542,112.0,66,1.2,1,0,0,0.0,0
13543,47.0,66,16.5,1,0,0,0.0,0
13544,39.0,66,0.8,1,0,0,0.0,0
13545,71.0,66,76.3,1,0,0,0.0,0
13546,47.0,66,13.3,1,0,0,0.0,0
13547,47.0,66,0.1,1,0,0,0.0,0
13548,71.0,66,71.8,1,0,0,0.0,0
13549,27.0,66,0.5,1,0,0,0.0,0
13550,134.0,66,0.3,1,0,0,0.0,0
13551,27.0,66,50.6,1,0,0,0.0,0
13552,0.0,66,1.6,1,0,0,0.0,0
13553,86.0,66,12.5,1,0,0,0.0,0
13554,47.0,66,0.1,1,0,0,0.0,0
13555,44.0,66,0.5,1,0,0,0.0,0
13556,151.0,66,0.2,1,0,0,0.0,0
13557,47.0,66,0.3,1,0,0,0.0,0
13558,150.0,66,2.1,1,0,0,0.0,0
13559,47.0,66,13.0,1,0,0,0.0,0
13560,54.0,66,2.7,1,0,0,0.0,0
13561,54.0,66,1.9,1,0,0,0.0,0
13562,47.0,66,0.5,1,0,0,0.0,0
13563,27.0,66,58.7,1,0,0,0.0,0
13564,54.0,66,30.6,1,0,0,0.0,0
13565,150.0,66,17.4,2,0,0,0.0,0
13566,94.0,66,0.1,1,0,0,0.0,0
13567,138.0,66,0.4,1,0,0,0.0,0
13568,47.0,66,0.8,1,0,0,0.0,0
13570,47.0,66,5.6,1,0,0,0.0,0
13571,39.0,66,0.3,1,0,0,0.0,0
13572,47.0,66,0.2,1,0,0,0.0,0
13573,47.0,66,1.1,1,0,0,0.0,0
13574,157.0,66,30.1,2,0,0,0.0,0
13575,47.0,66,32.0,2,0,0,0.0,0
13576,157.0,7,1.4,1,0,0,0.0,1
13577,47.0,66,0.6,1,0,0,0.0,0
13578,47.0,66,0.1,1,0,0,0.0,0
13579,94.0,66,0.2,2,0,0,0.0,0
13580,157.0,37,32.3,1,0,0,0.0,1
13581,47.0,66,0.4,1,0,0,0.0,0
13582,120.0,66,1.1,1,0,0,0.0,0
13583,120.0,66,2.3,1,0,0,0.0,0
13584,94.0,66,48.1,1,0,0,0.0,0
13585,120.0,66,0.3,1,0,0,0.0,0
13586,120.0,66,1.2,1,0,0,0.0,0
13587,112.0,66,1.2,2,0,0,0.0,0
13588,47.0,66,3.9,1,0,0,0.0,0
13589,134.0,65,7.4,1,0,0,0.0,0
13590,117.0,65,125.7,1,0,0,0.0,0
13591,120.0,65,4.9,1,0,0,0.0,0
13592,47.0,65,0.1,1,0,0,0.0,0
13594,162.0,65,0.2,1,0,0,0.0,0
13595,123.0,65,7.7,1,0,0,0.0,0
13596,47.0,65,75.8,2,0,0,0.0,0
13597,71.0,65,0.3,1,0,0,0.0,0
13598,47.0,65,0.1,1,0,0,0.0,0
13599,94.0,65,1.2,1,0,0,0.0,0
13600,58.0,65,11.0,1,0,0,0.0,0
13601,35.0,65,3.0,1,0,0,0.0,0
13602,47.0,65,2.3,1,0,0,0.0,0
13603,47.0,65,1.5,1,0,0,0.0,0
13604,47.0,65,2.1,1,0,0,0.0,0
13605,109.0,65,7.5,1,0,0,0.0,0
13606,157.0,65,117.0,2,0,0,0.0,0
13608,108.0,65,2.8,1,0,0,0.0,0
13609,87.0,65,34.3,1,0,0,0.0,0
13610,47.0,65,0.2,1,0,0,0.0,0
13611,71.0,65,174.6,2,0,0,0.0,0
13612,135.0,65,42.6,1,0,0,0.0,0
13613,126.0,65,0.6,1,0,0,0.0,0
13615,47.0,65,3.0,1,0,0,0.0,0
13616,123.0,65,187.8,2,0,0,0.0,0
13617,47.0,65,24.3,1,0,0,0.0,0
13618,71.0,65,54.0,1,0,0,0.0,0
13619,162.0,65,8.0,1,0,0,0.0,0
13620,107.0,65,6.1,1,0,0,0.0,0
13621,123.0,65,22.3,1,0,0,0.0,0
13622,112.0,65,0.5,1,0,0,0.0,0
13623,47.0,65,0.2,1,0,0,0.0,0
13624,156.0,65,25.7,1,0,0,0.0,0
13625,162.0,65,0.4,1,0,0,0.0,0
13626,112.0,65,44.9,1,0,0,0.0,0
13627,71.0,65,40.3,1,0,0,0.0,0
13628,71.0,65,16.6,1,0,0,0.0,0
13629,71.0,65,44.2,1,0,0,0.0,0
13630,112.0,65,9.7,1,0,0,0.0,0
13631,123.0,65,2.1,1,0,0,0.0,0
13632,150.0,65,0.3,1,0,0,0.0,0
13633,47.0,65,17.4,1,0,0,0.0,0
13634,71.0,65,1.4,1,0,0,0.0,0
13635,47.0,65,12.0,1,0,0,0.0,0
13636,71.0,65,0.3,1,0,0,0.0,0
13637,79.0,65,2.2,1,0,0,0.0,0
13638,48.0,65,0.4,1,0,0,0.0,0
13639,112.0,65,0.5,1,0,0,0.0,0
13640,71.0,65,1.1,1,0,0,0.0,0
13641,87.0,65,51.2,2,0,0,0.0,0
13642,134.0,65,1.2,1,0,0,0.0,0
13643,71.0,65,47.9,1,0,0,0.0,0
13644,71.0,65,22.7,1,0,0,0.0,0
13645,71.0,65,6.9,1,0,0,0.0,0
13646,63.0,65,87.5,1,0,0,0.0,0
13647,114.0,65,64.1,1,0,0,0.0,0
13648,123.0,65,30.8,1,0,0,0.0,0
13649,47.0,65,0.2,1,0,0,0.0,0
13650,122.0,65,25.9,1,0,0,0.0,0
13651,54.0,65,1.3,1,0,0,0.0,0
13652,39.0,65,14.8,1,0,0,0.0,0
13653,123.0,65,9.1,1,0,0,0.0,0
13654,150.0,65,42.1,1,0,0,0.0,0
13655,71.0,65,15.7,1,0,0,0.0,0
13656,47.0,65,19.8,2,0,0,0.0,0
13657,47.0,65,17.7,1,0,0,0.0,0
13658,131.0,65,1.8,1,0,0,0.0,0
13659,166.0,65,30.4,1,0,0,0.0,0
13660,114.0,65,26.4,1,0,0,0.0,0
13661,68.0,65,1.0,1,0,0,0.0,0
13662,12.0,65,0.4,1,0,0,0.0,0
13663,150.0,65,5.1,2,0,0,0.0,0
13664,112.0,65,1.8,1,0,0,0.0,0
13665,157.0,65,0.2,1,0,0,0.0,0
13666,71.0,65,0.2,1,0,0,0.0,0
13667,52.0,65,9.7,1,0,0,0.0,0
13668,112.0,65,2.7,1,0,0,0.0,0
13669,162.0,65,0.5,1,0,0,0.0,0
13670,112.0,65,1.8,1,0,0,0.0,0
13671,47.0,65,0.1,1,0,0,0.0,0
13672,71.0,65,1.6,1,0,0,0.0,0
13673,71.0,65,66.3,2,0,0,0.0,0
13674,157.0,65,10.9,1,0,0,0.0,0
13675,112.0,65,0.2,1,0,0,0.0,0
13676,57.0,65,41.4,1,0,0,0.0,0
13677,114.0,65,20.0,1,0,0,0.0,0
13678,79.0,65,6.3,1,0,0,0.0,0
13679,71.0,65,2.3,1,0,0,0.0,0
13680,71.0,65,3.7,1,0,0,0.0,0
13681,47.0,65,33.9,1,0,0,0.0,0
13682,112.0,65,53.9,1,0,0,0.0,0
13683,112.0,65,8.8,1,0,0,0.0,0
13685,94.0,65,83.8,1,0,0,0.0,0
13686,54.0,65,0.2,1,0,0,0.0,0
13687,112.0,65,65.1,1,0,0,0.0,0
13688,71.0,65,0.8,1,0,0,0.0,0
13690,47.0,65,42.2,1,0,0,0.0,0
13691,12.0,65,5.7,1,0,0,0.0,0
13692,12.0,65,2.8,1,0,0,0.0,0
13693,150.0,65,5.3,1,0,0,0.0,0
13694,112.0,65,0.3,1,0,0,0.0,0
13695,54.0,65,20.2,1,0,0,0.0,0
13696,112.0,65,23.5,1,0,0,0.0,0
13697,39.0,65,0.2,1,0,0,0.0,0
13698,71.0,65,270.7,2,0,0,0.0,0
13699,120.0,65,3.6,1,0,0,0.0,0
13700,47.0,65,181.5,2,0,0,0.0,0
13702,112.0,65,1.2,1,0,0,0.0,0
13704,39.0,65,1.3,1,0,0,0.0,0
13705,71.0,65,0.1,1,0,0,0.0,0
13706,168.0,65,31.2,1,0,0,0.0,0
13707,47.0,65,9.4,1,0,0,0.0,0
13708,54.0,65,59.7,1,0,0,0.0,0
13709,112.0,65,28.7,1,0,0,0.0,0
13710,80.0,65,9.9,1,0,0,0.0,0
13711,27.0,65,36.6,1,0,0,0.0,0
13712,150.0,65,0.2,1,0,0,0.0,0
13713,112.0,65,3.0,1,0,0,0.0,0
13714,71.0,65,0.2,1,0,0,0.0,0
13715,28.0,65,0.1,1,0,0,0.0,0
13716,112.0,65,9.9,1,0,0,0.0,0
13717,47.0,65,7.7,1,0,0,0.0,0
13718,94.0,65,1.5,1,0,0,0.0,0
13719,112.0,65,14.7,1,0,0,0.0,0
13720,112.0,65,15.3,1,0,0,0.0,0
13721,112.0,65,0.8,1,0,0,0.0,0
13722,71.0,65,74.9,1,0,0,0.0,0
13723,162.0,65,35.2,1,0,0,0.0,0
13724,71.0,65,64.6,1,0,0,0.0,0
13726,87.0,65,1.8,1,0,0,0.0,0
13727,116.0,65,4.4,1,0,0,0.0,0
13728,112.0,65,16.3,1,0,0,0.0,0
13729,30.0,65,15.0,1,0,0,0.0,0
13730,71.0,65,41.0,1,0,0,0.0,0
13731,119.0,65,23.3,1,0,0,0.0,0
13732,54.0,65,5.0,1,0,0,0.0,0
13733,47.0,65,1.2,1,0,0,0.0,0
13734,123.0,65,42.2,2,0,0,0.0,0
13735,71.0,65,13.9,1,0,0,0.0,0
13736,71.0,65,18.4,1,0,0,0.0,0
13737,71.0,2,12.5,2,0,0,0.0,1
13738,112.0,65,1.0,1,0,0,0.0,0
13739,47.0,65,0.2,1,0,0,0.0,0
13740,71.0,65,4.3,1,0,0,0.0,0
13741,71.0,65,2.1,1,0,0,0.0,0
13742,54.0,65,47.2,1,0,0,0.0,0
13743,21.0,65,10.3,1,0,0,0.0,0
13744,112.0,65,5.1,1,0,0,0.0,0
13745,47.0,65,9.0,1,0,0,0.0,0
13746,112.0,65,102.0,2,0,0,0.0,0
13747,54.0,65,1.8,1,0,0,0.0,0
13748,47.0,65,3.2,1,0,0,0.0,0
13749,71.0,65,49.5,1,0,0,0.0,0
13750,157.0,65,34.3,1,0,0,0.0,0
13751,112.0,65,247.8,2,0,0,0.0,0
13752,71.0,65,0.4,1,0,0,0.0,0
13753,21.0,65,27.5,1,0,0,0.0,0
13754,47.0,65,84.2,1,0,0,0.0,0
13755,71.0,65,0.2,1,0,0,0.0,0
13756,157.0,5,47.4,1,0,0,0.0,1
13757,157.0,65,18.2,1,0,0,0.0,0
13758,157.0,65,35.3,1,0,0,0.0,0
13759,112.0,65,1.3,1,0,0,0.0,0
13760,157.0,65,0.2,1,0,0,0.0,0
13761,112.0,65,51.7,1,0,0,0.0,0
13762,112.0,65,19.0,1,0,0,0.0,0
13763,54.0,65,26.8,1,0,0,0.0,0
13764,112.0,65,0.8,1,0,0,0.0,0
13765,47.0,65,24.6,1,0,0,0.0,0
13766,112.0,65,0.7,1,0,0,0.0,0
13767,162.0,65,4.8,1,0,0,0.0,0
13768,47.0,65,8.5,1,0,0,0.0,0
13769,112.0,65,1.5,1,0,0,0.0,0
13770,112.0,65,24.1,1,0,0,0.0,0
13771,112.0,65,0.8,1,0,0,0.0,0
13772,25.0,65,5.9,1,0,0,0.0,0
13773,71.0,65,2.8,1,0,0,0.0,0
13774,94.0,65,44.7,1,0,0,0.0,0
13775,112.0,65,4.5,1,0,0,0.0,0
13776,13.0,65,2.2,1,0,0,0.0,0
13777,168.0,65,0.2,1,0,0,0.0,0
13778,47.0,65,52.2,1,0,0,0.0,0
13779,112.0,65,251.3,1,0,0,0.0,0
13780,127.0,65,11.3,1,0,0,0.0,0
13781,112.0,65,142.4,2,0,0,0.0,0
13782,112.0,65,86.2,2,0,0,0.0,0
13783,134.0,65,2.7,1,0,0,0.0,0
13784,27.0,65,28.6,1,0,0,0.0,0
13785,47.0,65,7.9,1,0,0,0.0,0
13786,47.0,65,1.0,1,0,0,0.0,0
13787,47.0,65,141.0,1,0,0,0.0,0
13788,141.0,65,2.0,1,0,0,0.0,0
13789,112.0,65,39.6,1,0,0,0.0,0
13790,157.0,65,19.2,1,0,0,0.0,0
13791,71.0,65,110.9,2,0,0,0.0,0
13792,31.0,64,70.3,1,0,0,0.0,0
13793,47.0,64,20.9,1,0,0,0.0,0
13794,71.0,64,3.4,1,0,0,0.0,0
13795,157.0,64,75.2,1,0,0,0.0,0
13796,39.0,2,88.2,1,0,0,0.0,1
13797,157.0,64,0.3,1,0,0,0.0,0
13798,157.0,64,16.3,1,0,0,0.0,0
13799,112.0,64,4.5,1,0,0,0.0,0
13800,47.0,64,0.1,1,0,0,0.0,0
13801,108.0,41,39.8,1,0,0,0.0,1
13802,124.0,64,6.7,1,0,0,0.0,0
13803,112.0,64,1.3,1,0,0,0.0,0
13804,148.0,3,140.1,1,0,0,0.0,1
13805,162.0,64,3.9,1,0,0,0.0,0
13806,71.0,64,0.7,1,0,0,0.0,0
13807,71.0,64,99.2,2,0,0,0.0,0
13808,162.0,64,10.9,1,0,0,0.0,0
13809,71.0,64,0.3,1,0,0,0.0,0
13810,71.0,64,0.1,1,0,0,0.0,0
13811,112.0,64,5.1,1,0,0,0.0,0
13812,112.0,64,6.9,1,0,0,0.0,0
13814,137.0,6,111.5,2,0,0,0.0,1
13815,168.0,64,12.7,1,0,0,0.0,0
13816,71.0,64,0.4,1,0,0,0.0,0
13817,27.0,64,1.4,1,0,0,0.0,0
13818,109.0,64,3.5,1,0,0,0.0,0
13819,47.0,64,5.6,1,0,0,0.0,0
13820,39.0,64,87.7,2,0,0,0.0,0
13821,168.0,64,23.9,1,0,0,0.0,0
13822,47.0,64,0.4,1,0,0,0.0,0
13823,157.0,64,2.1,1,0,0,0.0,0
13824,47.0,64,3.0,1,0,0,0.0,0
13825,63.0,64,66.9,1,0,0,0.0,0
13826,71.0,64,1.6,1,0,0,0.0,0
13827,112.0,64,1.8,1,0,0,0.0,0
13828,116.0,64,0.4,1,0,0,0.0,0
13829,71.0,64,0.5,1,0,0,0.0,0
13830,47.0,64,18.8,1,0,0,0.0,0
13831,47.0,64,0.1,1,0,0,0.0,0
13832,150.0,64,1.4,1,0,0,0.0,0
13833,47.0,64,40.9,1,0,0,0.0,0
13834,71.0,64,18.9,1,0,0,0.0,0
13836,0.0,64,0.8,1,0,0,0.0,0
13837,162.0,64,0.4,1,0,0,0.0,0
13838,47.0,64,0.4,1,0,0,0.0,0
13839,71.0,64,1.1,1,0,0,0.0,0
13840,123.0,64,31.3,1,0,0,0.0,0
13841,71.0,64,5.9,1,0,0,0.0,0
13842,71.0,64,26.8,1,0,0,0.0,0
13843,12.0,64,22.1,2,0,0,0.0,0
13844,47.0,64,0.1,1,0,0,0.0,0
13845,166.0,64,43.1,1,0,0,0.0,0
13846,47.0,64,2.6,1,0,0,0.0,0
13847,71.0,64,26.4,1,0,0,0.0,0
13848,124.0,1,125.7,1,0,0,0.0,1
13849,157.0,64,140.7,1,0,0,0.0,0
13850,157.0,64,0.8,1,0,0,0.0,0
13851,71.0,64,0.8,1,0,0,0.0,0
13852,47.0,64,0.4,1,0,0,0.0,0
13853,48.0,64,24.7,1,0,0,0.0,0
13854,114.0,64,0.2,1,0,0,0.0,0
13855,166.0,64,4.1,1,0,0,0.0,0
13856,157.0,64,17.0,1,0,0,0.0,0
13857,47.0,64,4.7,1,0,0,0.0,0
13858,39.0,64,76.5,1,0,0,0.0,0
13859,47.0,64,0.3,2,0,0,0.0,0
13860,123.0,64,27.8,1,0,0,0.0,0
13861,114.0,64,3.0,1,0,0,0.0,0
13862,52.0,64,26.4,1,0,0,0.0,0
13863,120.0,1,44.0,2,0,0,0.0,1
13864,162.0,64,6.2,1,0,0,0.0,0
13865,71.0,64,54.5,1,0,0,0.0,0
13866,47.0,64,1.3,1,0,0,0.0,0
13867,134.0,64,49.5,1,0,0,0.0,0
13868,47.0,64,0.5,1,0,0,0.0,0
13869,157.0,64,38.5,1,0,0,0.0,0
13870,151.0,64,4.0,1,0,0,0.0,0
13871,21.0,64,2.2,1,0,0,0.0,0
13872,167.0,64,11.2,1,0,0,0.0,0
13873,94.0,64,66.7,1,0,0,0.0,0
13874,157.0,64,18.9,1,0,0,0.0,0
13875,71.0,64,0.8,1,0,0,0.0,0
13876,47.0,64,0.5,1,0,0,0.0,0
13877,157.0,64,68.9,2,0,0,0.0,0
13878,123.0,64,2.4,1,0,0,0.0,0
13879,123.0,64,2.7,1,0,0,0.0,0
13880,56.0,64,0.2,1,0,0,0.0,0
13881,47.0,64,42.7,1,0,0,0.0,0
13882,47.0,64,7.5,1,0,0,0.0,0
13883,47.0,64,15.6,2,0,0,0.0,0
13884,137.0,64,18.7,1,0,0,0.0,0
13885,112.0,64,4.3,1,0,0,0.0,0
13886,71.0,64,14.4,1,0,0,0.0,0
13887,112.0,64,26.4,1,0,0,0.0,0
13888,21.0,64,8.9,1,0,0,0.0,0
13889,71.0,64,1.2,1,0,0,0.0,0
13890,123.0,64,8.0,1,0,0,0.0,0
13891,47.0,64,6.0,1,0,0,0.0,0
13892,112.0,64,0.3,1,0,0,0.0,0
13893,157.0,64,1.4,1,0,0,0.0,0
13894,60.0,64,0.2,1,0,0,0.0,0
13895,134.0,64,14.8,1,0,0,0.0,0
13896,123.0,64,0.2,1,0,0,0.0,0
13897,71.0,64,0.2,1,0,0,0.0,0
13898,47.0,64,57.0,1,0,0,0.0,0
13899,47.0,64,36.6,1,0,0,0.0,0
13900,112.0,64,29.2,1,0,0,0.0,0
13901,166.0,64,0.7,1,0,0,0.0,0
13902,47.0,64,1.6,1,0,0,0.0,0
13903,7.0,64,32.2,1,0,0,0.0,0
13904,120.0,64,27.8,1,0,0,0.0,0
13905,47.0,64,2.3,2,0,0,0.0,0
13906,112.0,64,8.2,2,0,0,0.0,0
13907,157.0,64,1.5,1,0,0,0.0,0
13908,47.0,64,36.4,1,0,0,0.0,0
13909,112.0,63,17.9,1,0,0,0.0,0
13910,50.0,63,0.4,1,0,0,0.0,0
13911,47.0,63,1.5,1,0,0,0.0,0
13912,157.0,63,3.8,1,0,0,0.0,0
13913,7.0,63,52.2,1,0,0,0.0,0
13914,27.0,63,5.5,1,0,0,0.0,0
13915,71.0,63,0.3,1,0,0,0.0,0
13916,21.0,63,0.1,1,0,0,0.0,0
13917,47.0,63,7.9,1,0,0,0.0,0
13918,71.0,63,57.2,1,0,0,0.0,0
13919,71.0,63,28.1,1,0,0,0.0,0
13920,71.0,63,94.8,1,0,0,0.0,0
13921,47.0,63,69.2,1,0,0,0.0,0
13922,71.0,63,58.5,1,0,0,0.0,0
13923,157.0,63,5.7,1,0,0,0.0,0
13924,157.0,63,13.4,1,0,0,0.0,0
13925,120.0,63,7.8,1,0,0,0.0,0
13927,68.0,63,0.4,1,0,0,0.0,0
13928,30.0,63,0.1,1,0,0,0.0,0
13929,30.0,63,7.2,1,0,0,0.0,0
13930,47.0,63,0.1,1,0,0,0.0,0
13931,157.0,63,1.1,1,0,0,0.0,0
13932,114.0,63,1.5,1,0,0,0.0,0
13933,47.0,63,0.1,1,0,0,0.0,0
13934,71.0,63,0.8,1,0,0,0.0,0
13935,151.0,63,0.1,1,0,0,0.0,0
13936,71.0,63,0.1,1,0,0,0.0,0
13937,47.0,63,17.7,1,0,0,0.0,0
13938,15.0,63,1.7,1,0,0,0.0,0
13939,112.0,63,8.4,1,0,0,0.0,0
13941,47.0,63,0.2,1,0,0,0.0,0
13942,71.0,63,10.4,1,0,0,0.0,0
13943,157.0,3,0.7,1,0,0,0.0,1
13944,123.0,63,0.8,1,0,0,0.0,0
13945,30.0,63,3.9,1,0,0,0.0,0
13946,71.0,63,6.2,1,0,0,0.0,0
13947,157.0,63,2.6,2,0,0,0.0,0
13948,5.0,63,0.9,1,0,0,0.0,0
13949,47.0,63,0.2,1,0,0,0.0,0
13950,109.0,63,0.7,1,0,0,0.0,0
13951,157.0,63,1.0,1,0,0,0.0,0
13952,71.0,63,0.5,1,0,0,0.0,0
13953,150.0,63,43.3,1,0,0,0.0,0
13954,54.0,63,29.2,1,0,0,0.0,0
13955,132.0,63,0.1,1,0,0,0.0,0
13956,39.0,63,2.1,1,0,0,0.0,0
13957,150.0,63,0.8,1,0,0,0.0,0
13958,94.0,63,10.1,1,0,0,0.0,0
13959,21.0,63,18.3,1,0,0,0.0,0
13960,71.0,63,27.9,1,0,0,0.0,0
13961,123.0,63,37.6,1,0,0,0.0,0
13962,68.0,63,0.7,1,0,0,0.0,0
13963,71.0,63,0.8,1,0,0,0.0,0
13964,112.0,63,1.2,1,0,0,0.0,0
13965,112.0,63,0.5,1,0,0,0.0,0
13966,112.0,63,14.6,1,0,0,0.0,0
13967,47.0,63,1.5,1,0,0,0.0,0
13968,71.0,63,2.3,1,0,0,0.0,0
13969,157.0,63,35.9,1,0,0,0.0,0
13970,112.0,63,3.8,1,0,0,0.0,0
13971,124.0,63,49.5,1,0,0,0.0,0
13972,71.0,63,11.1,1,0,0,0.0,0
13973,60.0,63,0.2,1,0,0,0.0,0
13974,79.0,63,55.3,1,0,0,0.0,0
13975,137.0,63,1.1,1,0,0,0.0,0
13976,157.0,63,6.7,1,0,0,0.0,0
13977,71.0,63,96.7,1,0,0,0.0,0
13978,52.0,63,0.1,1,0,0,0.0,0
13979,71.0,63,42.9,2,0,0,0.0,0
13980,47.0,63,53.0,2,0,0,0.0,0
13981,157.0,22,136.4,2,0,0,0.0,1
13982,21.0,63,0.7,1,0,0,0.0,0
13983,47.0,63,0.1,1,0,0,0.0,0
13984,47.0,63,29.8,1,0,0,0.0,0
13985,47.0,63,1.5,1,0,0,0.0,0
13986,47.0,63,0.1,1,0,0,0.0,0
13987,48.0,1,164.3,1,0,0,0.0,1
13988,150.0,62,0.2,1,0,0,0.0,0
13989,112.0,62,44.0,1,0,0,0.0,0
13990,27.0,62,1.5,1,0,0,0.0,0
13991,112.0,62,1.3,1,0,0,0.0,0
13993,71.0,62,16.4,1,0,0,0.0,0
13994,71.0,62,51.3,2,0,0,0.0,0
13995,71.0,62,4.2,1,0,0,0.0,0
13996,71.0,62,0.4,1,0,0,0.0,0
13997,71.0,62,0.1,1,0,0,0.0,0
13998,63.0,62,0.7,1,0,0,0.0,0
13999,162.0,62,12.5,1,0,0,0.0,0
14000,123.0,62,0.1,1,0,0,0.0,0
14001,122.0,62,8.7,1,0,0,0.0,0
14002,123.0,62,10.5,1,0,0,0.0,0
14003,68.0,62,0.4,1,0,0,0.0,0
14004,127.0,62,7.4,1,0,0,0.0,0
14005,71.0,62,2.4,1,0,0,0.0,0
14006,157.0,62,3.8,1,0,0,0.0,0
14007,71.0,62,69.6,1,0,0,0.0,0
14008,47.0,62,29.5,1,0,0,0.0,0
14009,71.0,0,61.0,1,0,0,0.0,1
14010,79.0,62,50.6,2,0,0,0.0,0
14011,79.0,62,6.7,1,0,0,0.0,0
14012,120.0,62,0.8,1,0,0,0.0,0
14013,134.0,62,0.4,1,0,0,0.0,0
14014,150.0,62,7.9,1,0,0,0.0,0
14015,157.0,62,19.0,1,0,0,0.0,0
14016,157.0,62,16.8,2,0,0,0.0,0
14017,47.0,62,0.2,1,0,0,0.0,0
14018,157.0,62,3.2,1,0,0,0.0,0
14019,71.0,62,0.7,1,0,0,0.0,0
